Game,name,release,categories,genres,tags,playtime
894730,The Chronicles of Noah's Ark,2018,Single-player,Adventure;Casual;Indie,Casual;Adventure;Indie,0
894740,Cosmic Ray,2018,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0
894750,L-Way,2018,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,0
894790,Invaders! From Outer Space,2018,Single-player,Action;Casual;Indie,Action;Indie;Casual,0
894820,Trumpy Wall,2018,Single-player,Action;Casual;Indie;Racing,Casual;Action;Indie,0
894830,Hanz Puppetguns,2018,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases;Steam Cloud,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Massively Multiplayer;Action,0
894890,Stalked at Night,2018,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0
894900,Speedy Girls - Dream Team,2018,Single-player;Steam Achievements,Indie,Sexual Content;Nudity;Indie,0
894920,ZKILLER,2018,Single-player,Action;Free to Play;Indie;Early Access,Early Access;Indie;Action,0
894930,The Cage,2018,Single-player;Partial Controller Support,Adventure;Casual;Indie;RPG;Strategy,Casual;Adventure;Indie,0
895060,My House,2019,Single-player,Casual;Indie;Simulation;Early Access,Early Access;Simulation;Indie,0
895080,Warrecs,2018,Multi-player;Online Multi-Player;MMO,Action;Free to Play;Indie;Massively Multiplayer;Strategy,Free to Play;Action;Massively Multiplayer,0
895120,Dog Jam,2018,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie,0
895140,JJBoom,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Cloud,Action;Casual;Indie;Strategy;Early Access,Early Access;Indie;Casual,0
895150,Endless Battle,2019,Multi-player;Online Multi-Player;In-App Purchases,Action;Casual;Free to Play;Massively Multiplayer,Free to Play;Action;Massively Multiplayer,0
895170,Drop Up,2018,Single-player;Includes level editor,Action;Casual;Indie,Indie;Casual;Action,0
895180,Majin Woman,2018,Single-player;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie,0
895210,On Board Remastered,2018,Single-player,Adventure;Casual;Indie,Casual;Indie;Adventure,0
895220,Leaflet Love Story,2018,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG,Casual;Adventure;Indie,0
895330,Unblock: The Parking,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,0
895360,Sandy Path,2018,Single-player,Adventure;Indie,Indie;Adventure,0
895370,DollKart,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Racing,Racing;Split Screen;Indie,0
895380,Space Hodsola 2,2018,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0
895420,Path of Sin: Greed,2018,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,0
895430,From The Sky: New Horizon,2018,Single-player;Steam Achievements,Adventure;Casual;Indie,Casual;Indie;Adventure,0
895470,EW/WE,2018,Single-player,Indie,Indie;Horror;Pixel Graphics,0
895550,Total 15,2018,Single-player,Casual;Indie,Indie;Casual,0
895570,Fairy Rescue,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,0
895580,Yoga Lesson VR,2018,Single-player;Steam Achievements,Indie;RPG;Simulation,RPG;Indie;Simulation,0
895600,Mojo,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;RPG,Sexual Content;Nudity;Casual,0
895610,Where's Baby,2019,Single-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Casual,Action;Casual,0
895650,Save The Cookie,2018,Single-player;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,0
895670,Armajet,2018,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support,Action;Early Access,Early Access;Action;Violent,0
895710,ELECTRONIC STOCK TRADING SYSTEM,2018,Single-player,Simulation;Strategy,Strategy;Simulation;Casual,0
895750,The Adventures of Mr. Fluffykins,2018,Single-player;Full controller support,Action;Adventure;Casual;Indie,Indie;Action;Casual,0
895820,Kokorogawari,2018,Single-player;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,0
895850,URO,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Casual;Indie;Adventure,0
895860,WitchAction,2018,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Casual;Indie,Action;Indie;Casual,0
895890,GrabBag,2018,Single-player;Steam Leaderboards,Action;Casual,Action;Casual;VR,0
895920,美丽新世界i Brave New World i,2018,Single-player;Steam Achievements,Adventure;Casual;RPG,Casual;Sexual Content;Adventure,9
895930,Maze Quest 1: The Forest,2018,Single-player;Steam Achievements,Casual,Casual,0
895940,Atlantic Edge,2018,Single-player,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,0
895960,Save Them,2018,Single-player;Steam Achievements;Full controller support,Indie,Indie,0
895980,《古斯塔奥：帝国重生》Gustavo Kingdom Rebirth,2018,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Indie,0
895990,水时钟-Water_Clock,2018,Single-player,Adventure;Casual;Indie;RPG,Casual;RPG;Adventure,0
896030,Fortissimo FA INTL Ver,2018,Single-player;Steam Cloud,Adventure;Indie;Simulation,Adventure;Simulation;Indie,0
896040,The Impure,2018,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0
896070,Second Hazardous Course,2018,Single-player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0
896110,Crime Stories : Days of Vengeance,2018,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0
896160,Evil Bank Manager,2018,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Simulation;Indie,0
896170,My Fox Sister|我的妖狐妹妹,2019,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Visual Novel,0
896180,Nazi 2,2018,Single-player,Violent;Action;Casual;Indie;Simulation,Action;Indie;Casual,0
896220,Dangerous Skies 80's edition,2018,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,0
896240,The Grand Museum VR,2018,Single-player;Full controller support,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,0
896340,To Leave,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Indie;Story Rich,0
896350,Symphonics: Make Music in VR,2018,Single-player;Includes level editor,Indie;Simulation,Indie;Simulation;Casual,0
896370,Navigator,2018,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Top-Down,0
896380,Before Nightfall,2018,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0
896400,Alien Attack: Pocket Edition,2018,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Simulation,Action;Indie;Casual,0
896420,Starless Night,2018,Single-player;Shared/Split Screen,Adventure;Casual;Indie,Adventure;Indie;Casual,0
896460,Lucah: Born of a Dream,2018,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Action;Indie;RPG,0
896500,Whispering Flames,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Visual Novel,0
896510,Norpon,2019,Multi-player;Online Multi-Player;MMO,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,Early Access;Massively Multiplayer;Adventure,0
896550,The Sea Between,2018,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;RPGMaker,0
896570,PUZZLE: CATS & DOGS,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,0
896590,MilMo,2018,MMO;Steam Achievements;In-App Purchases,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0
896650,End War RTS,2018,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op,Casual;Indie;Simulation;Strategy,Strategy;Casual;Simulation,0
896700,Extreme Drifters,2018,Single-player,Action;Racing;Simulation;Sports,Action;Simulation;Racing,0
896730,Dare Course,2018,Single-player;Steam Achievements,Indie;Simulation;Sports,Sports;Indie;Simulation,0
896850,Car Crash Online,2018,Single-player;Multi-player;Online Multi-Player,Massively Multiplayer;Racing;Simulation;Sports,Simulation;Racing;Sports,0
896860,Everything Will Flow 万物皆逝,2018,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,0
896880,Bouncing Over It with friends,2018,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats,Action;Adventure;Casual;Indie,Action;Indie;Casual,0
896890,VR Paradise,2018,Single-player;Steam Achievements,Free to Play;Indie;Simulation;Early Access,Early Access;Sexual Content;Nudity,0
896960,DreamWorks Dragons: Dawn of New Riders,2019,Single-player;Steam Achievements;Full controller support,Adventure,Adventure;Dragons;Action,0
896970,Haunted Halls: Revenge of Doctor Blackmore Collector's Edition,2018,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
896990,Dark Tales: Edgar Allan Poe's The Tell-Tale Heart Collector's Edition,2018,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
897000,Love Chronicles: A Winter's Spell Collector's Edition,2018,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
897010,Surface: Return to Another World Collector's Edition,2018,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
897020,Awakening: Moonfell Wood,2018,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0
897030,Paratopic,2018,Single-player;Steam Achievements;Full controller support;Captions available,Adventure;Indie,Indie;Surreal;Horror,0
897040,Nazi Bunker,2018,Single-player,Action;Adventure;Casual;Indie,Indie;Action;Casual,0
897100,Escape Black Orion VR,2018,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;VR,0
897210,Omicroid,2018,Single-player,Casual;Simulation;Strategy,Strategy;Casual;Simulation,0
897270,无法传达的话语（Words cannot convey）,2018,Single-player,Casual;RPG,RPG;Casual;Anime,0
897290,Triggerun,2018,Online Multi-Player;MMO;In-App Purchases,Action;Free to Play;Massively Multiplayer,Free to Play;Action;Massively Multiplayer,0
897300,Hacked: Hentai prison,2018,Single-player,Adventure;Casual;Indie;Early Access,Early Access;Nudity;Indie,0
897330,Coloring Pixels,2018,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Indie,Free to Play;Casual;Indie,1541
897360,Urban Explorer Golf,2018,Single-player,Casual;Indie,Indie;Casual;Puzzle,0
897390,Full Metal Renegade,2018,Single-player,Action,Action;Third-Person Shooter;Mechs,0
897400,Driftpunk Racer,2018,Single-player;Steam Achievements,Racing;Simulation,Racing;Retro;Singleplayer,0
897420,The Christmas Gifts,2018,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0
897440,Leviathan ~A Survival RPG~,2018,Single-player;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,0
897530,Retroids,2018,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0
897550,Study of Unusual: Forest of Secrets,2018,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,0
897630,Death Fungeon,2018,Single-player;Full controller support,Adventure;Indie,Indie;Adventure;Pixel Graphics,0
897690,Ding Dong VR,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,0
897700,Bladequest,2018,Single-player;Steam Leaderboards,Action;Adventure;Casual;RPG,Action;Adventure;RPG,0
897760,PUT ANNA,2018,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Commentary available,Adventure;Indie;RPG,Adventure;Indie;RPG,0
897770,Solar Fighters,2018,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0
897800,Arcane Golf,2018,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,0
897820,Reigns: Game of Thrones,2018,Single-player;Steam Achievements;Full controller support,Adventure;Indie;RPG,RPG;Indie;Adventure,128
897830,The Queen of Blackwood High,2019,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0
897880,The Occluder,2018,Single-player,Casual;Indie,Indie;Casual,0
897910,Sandhill Architectures,2018,Single-player;Steam Achievements;Steam Cloud,Simulation;Early Access,Early Access;Simulation,0
897940,High Cats,2018,Single-player;Local Multi-Player;Local Co-op;Full controller support,Indie;Racing,Indie;Racing;4 Player Local,0
897950,King of the Dead,2018,Single-player,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Adventure,0
898000,Uventa,2018,Single-player;Steam Achievements,Violent;Gore;Indie,Indie;Gore;Violent,0
898040,Whirlygig,2018,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual,0
898080,everybody's sad,2019,Single-player,Indie,Indie;Sexual Content;VR,0
898090,立方杀阵（Cubic Kill Array）,2018,Single-player,Violent;Gore;Action;Adventure;Indie;Strategy,Action;Adventure;Indie,0
898120,Temple of the Lost,2018,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0
898160,Hotel Remorse,2018,Single-player,Violent;Action;Indie,Action;Indie;Violent,0
898170,Grid Gunner,2018,Single-player;Steam Achievements;Full controller support,Action;Indie;Racing,Action;Racing;Indie,0
898180,Pull Me Out,2018,Single-player,Action;Casual;Indie,Action;Indie;Casual,0
898240,Kinkshamed,2018,Single-player;Full controller support,Sexual Content;Nudity;Casual;Indie;RPG,Sexual Content;Nudity;Indie,0
898250,PackageRun,2018,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure,0
898260,Juliantli,2018,Single-player;Steam Achievements;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Music,0
898290,V.O.I.D.,2018,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure,0
898320,Synth Ninja,2018,Single-player,Casual;Indie;Early Access,Early Access;Indie;Casual,0
898340,Puzzles and Board Games Mega Collection,2018,Single-player,Casual,Casual;Board Game,0
898380,Color Party,2018,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,0
898440,Turing Tumble VR,2018,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,0
898450,UBERMOSH:SANTICIDE,2018,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Fast-Paced,0
898460,Outback Survival,2018,Single-player,Action;Indie;Early Access,Early Access;Indie;Action,0
898530,Waifu Master,2018,Single-player,Adventure;Indie;Simulation;Strategy,Adventure;Strategy;Indie,0
898540,Catgirl Magic: Furry Duel,2018,Single-player;Steam Achievements,Indie,Sexual Content;Indie;Nudity,0
898580,Premium Bowling,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Indie;Simulation;Sports;Early Access,Early Access;Sports;Indie,0
898590,Margonem,2019,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;Massively Multiplayer;RPG,0
898650,The Shapeshifting Detective,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Sexual Content;Indie,0
898680,JUMP AND RUN - DON'T FALL,2018,Single-player,Casual;Indie,Casual;Indie;3D Platformer,0
898690,Zombie,2018,Single-player,Violent;Action;Casual;Indie;Simulation,Action;Indie;Casual,0
898740,Digital Resistance,2018,Single-player;Steam Achievements,Action;Adventure;Indie,Indie;Action;Adventure,0
898760,Clone Adventures,2018,Single-player;Steam Achievements,Indie,Indie,0
898780,Escape Game,2018,Single-player,Adventure;Casual;Indie,Casual;Indie;Adventure,0
898830,In Your Realm,2018,Single-player,Action;Indie;RPG,Action;Indie;RPG,0
898930,Pingball Ultra,2018,Multi-player;Online Multi-Player;Partial Controller Support,Action;Casual;Indie;Sports,Action;Indie;Casual,0
898940,VirtuaCreature,2018,Single-player,Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,0
898980,The Mine,2018,Single-player,Free to Play;Indie,Free to Play;Indie;Horror,0
899000,Warlords.io,2018,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0
899020,Chiptune DJ,2018,Single-player,Indie,Indie;Rhythm;Music,0
899090,RiceCakers,2018,Single-player;Local Multi-Player;Steam Achievements;Steam Cloud,Action;Casual;Indie;Early Access,Early Access;Casual;Action,0
899100,SUM,2018,Single-player,Adventure;Casual;Indie;Simulation;Early Access,Early Access;Simulation;Adventure,0
899180,Voronium - Locust Sols,2018,Single-player,Action;Indie;Strategy,Indie;Action;Strategy,0
899190,A Piece of Wish upon the Stars,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Simulation,Indie;Adventure;Simulation,0
899200,Windstorm / Ostwind - Ari's Arrival,2019,Single-player;Steam Achievements;Full controller support,Adventure;Simulation,Adventure;Simulation;Horses,0
899220,Fly of butterfly,2018,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,0
899240,Tale of Palmi,2018,Single-player,Action;Adventure,Action;Adventure,0
899270,BlamBox,2018,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,0
899290,The night of fire stealing/盗火之夜,2018,Single-player,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,0
899340,Mendel,2018,Single-player,Indie;Simulation,Simulation;Indie,0
899370,Quick Maths: addition and subtraction,2018,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Simulation;Sports,Casual;Indie;Simulation,0
899390,Xenon Racer,2019,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Racing;Sports,Racing;Sports;Action,0
899440,GOD EATER 3,2019,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Action;Anime;Character Customization,1373
899480,Girls Dance,2018,Single-player,Sexual Content;Nudity;Casual;Indie;Simulation,Nudity;Indie;Casual,0
899530,Cosmi-Cave 64,2018,Single-player;Partial Controller Support,Action;Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Casual,0
899540,PROTEST,2018,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy,Nudity;Indie;Casual,0
899570,My First Music Workshop,2018,Single-player,Indie;Simulation;Early Access,Early Access;Indie;Simulation,0
899590,Heliophobia,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,0
899610,"So, uh... a spaceship crashed in my yard.",2018,Single-player;Steam Achievements;Full controller support,Adventure;Free to Play;Indie,Free to Play;Indie;Adventure,0
899620,Chill Out,2018,Single-player;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;Racing;Simulation,Indie;Casual;Action,0
899760,Her 她,2018,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Sexual Content;Nudity;Indie,0
899930,Spaceball!,2018,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Action;Free to Play;Indie;Sports;Early Access,Early Access;Free to Play;Action,0
899940,校园恋物语|Love in School,2018,Single-player,Indie;RPG,Indie;RPG;Visual Novel,0
899960,The Greater Good,2018,Single-player;Full controller support,Action;Adventure;Indie;RPG,Adventure;RPG;Indie,0
899970,NEKOPARA Extra,2018,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Anime;Visual Novel;Sexual Content,206
899990,LVN Fake News,2018,Single-player,Sexual Content;Nudity,Nudity;Sexual Content;Visual Novel,0
900010,Meeple Station,2019,Single-player;Steam Achievements;Includes level editor,Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Strategy;Simulation,0
900020,Construction Truck Simulator,2018,Single-player,Casual;Racing;Simulation,Casual;Simulation;Racing,0
900050,Amber's Airline - High Hopes,2018,Single-player;Steam Achievements,Casual;Simulation,Simulation;Casual;Time Management,0
900270,Lonk's Adventure,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Early Access,Early Access;Indie;Adventure,0
900340,Terror,2018,Single-player,Action;Adventure;Indie,Violent;Action;Indie,0
900370,Stockpile,2018,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Casual;Strategy;Indie,0
900380,Indian Summer,2018,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Casual;Strategy;Indie,0
900390,Algae,2018,Single-player;Steam Achievements;Steam Cloud;Stats,Casual;Indie,Indie;Casual,0
900790,Bunny Minesweeper,2018,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Indie;Simulation,0
901000,Serenade of the Sirens,2018,Single-player;Full controller support;Steam Cloud,Action;Indie;Early Access,Early Access;Action;Indie,0
901020,Adventure Portal,2018,Online Multi-Player;Online Co-op,Adventure;Indie;RPG;Early Access,Early Access;RPG;Indie,0
903040,The Castles of Burgundy,2019,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Strategy;Casual;Indie,0
903070,War.io : Survival Battle Royale,2018,Single-player,Action;Casual;Indie,Action;Indie;Casual,0
903150,FALL 坠落之后,2018,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Indie,Adventure;Indie;RPGMaker,0
903160,Wunderwaffe,2018,Shared/Split Screen;Steam Achievements,Action;Adventure;Indie;Simulation,Action;Indie;Simulation,0
903180,Privateers,2019,Single-player,Action;Indie;RPG;Strategy;Early Access,Early Access;Action;Indie,0
903200,Vampirina's Nails,2018,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0
903580,AstroViking,2018,Single-player,Action;Indie,Indie;Action;Arcade,0
903620,Everyday Baseball VR,2018,Single-player;Steam Cloud;Stats,RPG;Simulation;Sports,RPG;Simulation;Sports,0
903640,Super Zombie Arcade,2018,Single-player,Simulation,Simulation;Violent;VR,0
903670,Dogs of War: Kill to Survive,2018,Single-player,Action;Simulation;Early Access,Early Access;Action;Simulation,0
903680,conNEcT01,2018,Single-player;Steam Achievements;Steam Cloud,Violent;Gore;Casual,Casual;Gore;Violent,0
903710,Headshot VR,2018,Single-player;Online Multi-Player,Action;Indie;Massively Multiplayer;Early Access,Early Access;Massively Multiplayer;Action,0
903730,AXIOM SOCCER,2019,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Casual;Free to Play;Indie;Racing;Sports;Early Access,Early Access;Sports;Action,0
903740,Kings,2018,Single-player,Casual;Indie;Strategy,Casual;Strategy;Indie,0
903760,BinaryBotsVR,2018,Single-player,Adventure;Free to Play,Adventure;Free to Play;VR,0
903780,Beast Agenda 2030,2019,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Action,0
903790,Card Battle Spirit Link,2018,Single-player;Online Multi-Player,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0
903830,Cash Rush,2018,Single-player,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,0
903850,Fairy Knights,2019,Single-player;Steam Achievements;Partial Controller Support,Indie;RPG,RPG;Indie;Anime,0
904050,American University Life ~Welcome Week!~,2018,Single-player;Partial Controller Support,Sexual Content;Nudity;Casual;Indie,Indie;Casual;Nudity,0
904130,Defense: Abominations,2018,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie;Strategy,Action;Violent;Gore,0
904160,Ashes,2018,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0
904300,KOPICS,2018,Steam Achievements;Steam Workshop,Design & Illustration,Design & Illustration;Anime;Software,0
904310,Initial 2 : New Stage,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Adventure;Indie;RPG,Action;RPG;Female Protagonist,0
904320,My Holiday,2018,Single-player;Partial Controller Support,Casual;Indie;RPG,Indie;Casual;RPG,0
904340,Marbledrome: Crazy Stunt Balls,2018,Single-player,Indie;Racing,Indie;Racing,0
904430,Swing the cat,2018,Single-player;Steam Leaderboards,Casual;Indie;Sports,Violent;Indie;Casual,0
904440,Type Defense,2018,Single-player;Steam Achievements,Casual;Indie;Strategy,Indie;Casual;Strategy,0
904500,Grompula,2018,Single-player,Action;Free to Play;Indie,Free to Play;Indie;Action,0
904530,Erotic Jigsaw Challenge Vol 2,2018,Single-player;Steam Achievements,Sexual Content;Nudity;Casual;Indie;Simulation;Strategy,Nudity;Sexual Content;Indie,0
904540,Indiana Jones® and the Infernal Machine™,2018,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Classic,1075
904550,Robot Chase,2018,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,0
904560,Flameruby,2018,Single-player;Multi-player;Local Multi-Player,Action;Free to Play;Indie,Free to Play;Action;Indie,0
904570,TOK,2018,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,0
904600,Small Sister,2018,Single-player;Steam Achievements,Casual;Indie;Strategy,Casual;Sexual Content;Indie,0
904680,HotHead,2018,Single-player;Partial Controller Support,Action;Indie,Action;Indie;Platformer,0
904740,东方试闻广纪 ~ Perfect Memento of Touhou Question,2018,Single-player,Casual;Indie,Casual;Indie;Faith,0
904770,Divine Miracle Defense,2018,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Strategy;Indie;Casual,0
904780,DeepWeb,2018,Single-player;Full controller support;Steam Cloud,Action;Indie,Action;Indie;First-Person,0
904800,Ambition,2018,Single-player,Free to Play;Indie;RPG,Free to Play;RPG;Indie,0
904810,Ectolibrium,2019,Single-player;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Action;Indie,0
904820,VR Jogger,2018,Single-player,Casual;Simulation;Sports,Casual;Simulation;Sports,0
904860,25 Cadre of Death,2018,Single-player,Violent;Gore;Action;Adventure;Indie;Simulation,Violent;Gore;Adventure,0
904890,Neverliria,2018,Single-player;Steam Achievements,Adventure;Indie;Strategy,Indie;Adventure;Strategy,0
904930,YOU - The Untold Stories,2018,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0
904940,Les 4 Alice: Lorange Journey,2018,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Sexual Content,0
904950,Exodus,2018,Single-player;Partial Controller Support,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0
904960,Cine Tracer,2018,Single-player,Simulation;Early Access,Early Access;Simulation,0
904990,21+,2018,Single-player;Steam Achievements,Casual,Casual;Nudity,0
905010,Draw Light,2018,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,0
905020,Fort,2018,Single-player,Violent;Action;Casual;Indie;Simulation,Action;Indie;Casual,0
905060,Turret Tech,2018,Single-player,Action;Adventure,Action;Adventure,0
905090,Pineview Drive - Homeless,2019,Single-player;Steam Achievements,Action;Adventure,Action;Adventure;Horror,0
